stock,entry_date,exit_date,holding_days,invested,exit_value,pnl,return_pct
63 moons technologies limited,2013-12-18,2014-03-18,90,100000.0,227188.2277937522,127188.22779375219,1.271882277937522
A2Z Infra Engineering Limited,2013-12-18,2014-03-18,90,100000.0,133549.28839605342,33549.288396053424,0.3354928839605342
ARSS Infrastructure Projects Limited,2013-12-18,2014-03-18,90,100000.0,106331.2297458639,6331.229745863893,0.06331229745863887
Amforge Industries Limited,2013-12-18,2014-03-18,90,100000.0,276441.71779141104,176441.71779141104,1.7644171779141105
Anand Projects Limited,2013-12-18,2014-03-18,90,100000.0,100000.0,0.0,0.0
Aneri Fincap Limited,2013-12-18,2014-03-18,90,100000.0,80338.55268726195,-19661.447312738048,-0.19661447312738045
Arshiya Limited,2013-12-18,2014-03-18,90,100000.0,78863.97699813417,-21136.023001865833,-0.21136023001865833
Avance Technologies Limited,2013-12-18,2014-03-18,90,100000.0,61537.53753753754,-38462.46246246246,-0.38462462462462466
Bacil Pharma Limited,2013-12-18,2014-03-18,90,100000.0,125976.23089983022,25976.230899830218,0.2597623089983021
Bedmutha Industries Limited ,2013-12-18,2014-03-18,90,100000.0,91325.02062005724,-8674.979379942757,-0.0867497937994276
Befound Movement Limited,2013-12-18,2014-03-18,90,100000.0,103451.9956850054,3451.9956850054004,0.034519956850054045
Bilcare Limited,2013-12-18,2014-03-18,90,100000.0,123333.14457217282,23333.144572172823,0.23333144572172815
Borosil Renewables Limited,2013-12-18,2014-03-18,90,100000.0,111914.70486922137,11914.704869221372,0.11914704869221371
CP Capital Limited ,2013-12-18,2014-03-18,90,100000.0,91282.17276793801,-8717.827232061987,-0.08717827232061992
Candour Techtex Limited,2013-12-18,2014-03-18,90,100000.0,161534.79504289798,61534.79504289798,0.6153479504289798
Confidence Petroleum India Limited,2013-12-18,2014-03-18,90,100000.0,82464.20331783059,-17535.796682169414,-0.17535796682169413
Cosco (India) Limited,2013-12-18,2014-03-18,90,100000.0,150669.80595924333,50669.80595924333,0.5066980595924333
DhanSafal Finserve Limited,2013-12-18,2014-03-18,90,100000.0,55425.97187758478,-44574.02812241522,-0.4457402812241522
Dhenu Buildcon Infra Limited,2013-12-18,2014-03-18,90,100000.0,73001.82609917123,-26998.17390082877,-0.2699817390082877
Diamant Infrastructure Limited,2013-12-18,2014-03-18,90,100000.0,90188.21889159986,-9811.781108400144,-0.09811781108400142
Educomp Solutions Limited ,2013-12-18,2014-03-18,90,100000.0,100420.02676641158,420.0267664115818,0.004200267664115742
Empower India Limited,2013-12-18,2014-03-18,90,100000.0,100000.0,0.0,0.0
Force Motors Limited,2013-12-18,2014-03-18,90,100000.0,93088.83624212453,-6911.163757875474,-0.06911163757875471
Frontier Springs Limited,2013-12-18,2014-03-18,90,100000.0,118743.86653581943,18743.866535819427,0.1874386653581943
GP Petroleums Limited ,2013-12-18,2014-03-18,90,100000.0,101429.01174031214,1429.0117403121403,0.01429011740312136
GSL Securities Limited,2013-12-18,2014-03-18,90,100000.0,106730.76923076925,6730.769230769249,0.06730769230769251
Gemstone Investments Limited,2013-12-18,2014-03-18,90,100000.0,89531.80899051174,-10468.191009488262,-0.10468191009488259
Genus Prime Infra Limited,2013-12-18,2014-03-18,90,100000.0,81083.1572882658,-18916.842711734207,-0.18916842711734205
Gokul Refoils & Solvent Limited ,2013-12-18,2014-03-18,90,100000.0,76699.15299983315,-23300.847000166847,-0.23300847000166847
Haria Exports Limited,2013-12-18,2014-03-18,90,100000.0,182578.0463242699,82578.0463242699,0.825780463242699
Hazoor Multi Projects Limited,2013-12-18,2014-03-18,90,100000.0,113525.02662406815,13525.026624068152,0.1352502662406816
Hindustan Copper Limited,2013-12-18,2014-03-18,90,100000.0,97269.37798004963,-2730.622019950373,-0.027306220199503684
India Power Corporation Limited ,2013-12-18,2014-03-18,90,100000.0,101930.44253317453,1930.4425331745297,0.019304425331745367
India Tourism Development Corporation Limited,2013-12-18,2014-03-18,90,100000.0,81833.46113642115,-18166.538863578855,-0.18166538863578852
