stock,entry_date,exit_date,holding_days,invested,exit_value,pnl,return_pct
20 Microns Limited ,2015-01-01,2017-12-18,1082,100000.0,191020.4280155642,91020.42801556419,0.9102042801556418
3B Blackbio Dx Limited,2015-01-01,2017-12-18,1082,100000.0,998453.6082474228,898453.6082474228,8.984536082474229
63 moons technologies limited,2015-01-01,2017-12-18,1082,100000.0,44234.900393513424,-55765.099606486576,-0.5576509960648657
A2Z Infra Engineering Limited,2015-01-01,2017-12-18,1082,100000.0,353368.3741533057,253368.37415330572,2.533683741533057
ACI Infocom Limited,2015-01-01,2017-12-18,1082,100000.0,193042.93078345727,93042.93078345727,0.9304293078345727
AMJ Land Holdings Limited,2015-01-01,2017-12-18,1082,100000.0,209246.57534246575,109246.57534246575,1.0924657534246576
APIS India Limited,2015-01-01,2017-12-18,1082,100000.0,149746.66052510365,49746.66052510365,0.4974666052510366
ARSS Infrastructure Projects Limited,2015-01-01,2017-12-18,1082,100000.0,238604.25742050406,138604.25742050406,1.3860425742050406
Aastamangalam Finance Limited,2015-01-01,2017-12-18,1082,100000.0,331003.2017075774,231003.2017075774,2.3100320170757738
Ad-Manum Finance Limited,2015-01-01,2017-12-18,1082,100000.0,164609.0534979424,64609.0534979424,0.6460905349794239
Aditya Ispat Limited,2015-01-01,2017-12-18,1082,100000.0,142757.0093457944,42757.00934579439,0.42757009345794383
Advance Lifestyles Limited,2015-01-01,2017-12-18,1082,100000.0,199975.29033852238,99975.29033852238,0.9997529033852237
Aeroflex Enterprises Limited,2015-01-01,2017-12-18,1082,100000.0,2099596.4901044,1999596.4901044,19.995964901044
Agarwal Industrial Corporation Limited,2015-01-01,2017-12-18,1082,100000.0,1119235.2297414285,1019235.2297414285,10.192352297414285
Akar Auto Industries Limited,2015-01-01,2017-12-18,1082,100000.0,558870.8549041556,458870.8549041556,4.588708549041556
Alankit Limited,2015-01-01,2017-12-18,1082,100000.0,758513.9968611993,658513.9968611993,6.585139968611992
Alkali Metals Limited,2015-01-01,2017-12-18,1082,100000.0,380908.5911339897,280908.5911339897,2.809085911339897
Amit Securities Limited,2015-01-01,2017-12-18,1082,100000.0,41416.99410609037,-58583.00589390963,-0.5858300589390963
Anand Projects Limited,2015-01-01,2017-12-18,1082,100000.0,100000.0,0.0,0.0
Anant Raj Limited,2015-01-01,2017-12-18,1082,100000.0,122857.14285714286,22857.142857142855,0.22857142857142865
Anjani Foods Limited,2015-01-01,2017-12-18,1082,100000.0,336879.43262411345,236879.43262411345,2.3687943262411344
Arihant Superstructures Limited,2015-01-01,2017-12-18,1082,100000.0,356542.96992165473,256542.96992165473,2.5654296992165473
Arihant's Securities Limited,2015-01-01,2017-12-18,1082,100000.0,108571.42857142858,8571.42857142858,0.08571428571428585
Arshiya Limited,2015-01-01,2017-12-18,1082,100000.0,1007087.9382666453,907087.9382666453,9.070879382666453
Ashirwad Steels & Industries Limited,2015-01-01,2017-12-18,1082,100000.0,292399.80839853105,192399.80839853105,1.9239980839853104
Ashram Online.com Limited,2015-01-01,2017-12-18,1082,100000.0,40495.86776859504,-59504.13223140496,-0.5950413223140496
Asian Hotels (East) Limited,2015-01-01,2017-12-18,1082,100000.0,154952.7172611922,54952.717261192214,0.5495271726119222
Atharv Enterprises Limited,2015-01-01,2017-12-18,1082,100000.0,82872.92817679558,-17127.071823204416,-0.1712707182320442
Atlas Cycles (Haryana) Limited,2015-01-01,2017-12-18,1082,100000.0,174089.06882591092,74089.06882591092,0.7408906882591091
AuSom Enterprise Limited,2015-01-01,2017-12-18,1082,100000.0,178984.67831392123,78984.67831392123,0.7898467831392124
Available Finance Limited,2015-01-01,2017-12-18,1082,100000.0,160816.0621761658,60816.06217616581,0.6081606217616582
Avance Technologies Limited,2015-01-01,2017-12-18,1082,100000.0,80000.53112385809,-19999.46887614191,-0.19999468876141913
B & A Packaging India Limited,2015-01-01,2017-12-18,1082,100000.0,100000.0,0.0,0.0
BGIL Films & Technologies Limited,2015-01-01,2017-12-18,1082,100000.0,176166.51418115277,76166.51418115277,0.7616651418115277
BGR Energy Systems Limited,2015-01-01,2017-12-18,1082,100000.0,78627.99442308505,-21372.005576914948,-0.21372005576914943
BITS Limited,2015-01-01,2017-12-18,1082,100000.0,117665.61514195583,17665.61514195583,0.17665615141955837
Bampsl Securities Limited,2015-01-01,2017-12-18,1082,100000.0,43910.305636614954,-56089.694363385046,-0.5608969436338505
