stock,entry_date,exit_date,holding_days,exit_reason,invested,exit_value,pnl,return_pct
Lupin Limited,2002-05-20,2004-04-28,709,sell_threshold,50000.0,351022.0537838165,301022.0537838165,6.02044107567633
Asahi India Glass Limited,2002-05-30,2004-05-13,714,sell_threshold,50000.0,188649.59497312436,138649.59497312436,2.7729918994624874
The India Cements Limited ,2004-06-28,2006-01-09,560,sell_threshold,50000.0,203583.05644269378,153583.05644269378,3.0716611288538758
Carborundum Universal Limited ,2004-09-20,2006-01-12,479,sell_threshold,50000.0,185870.15268206998,135870.15268206998,2.7174030536414
Adani Enterprises Limited,2004-07-28,2008-01-02,1253,sell_threshold,50000.0,1032541.0609991471,982541.0609991471,19.65082121998294
Rajesh Exports Limited ,2006-07-24,2008-01-02,527,sell_threshold,50000.0,357736.75119969016,307736.75119969016,6.154735023993803
Aurobindo Pharma Limited ,2008-11-06,2009-06-01,207,sell_threshold,50000.0,185049.48469113823,135049.48469113823,2.700989693822765
Reliance Industrial Infrastructure Limited ,2008-10-27,2009-06-02,218,sell_threshold,50000.0,196996.1389137762,146996.1389137762,2.939922778275524
Bajaj Hindusthan Sugar Limited ,2008-10-10,2009-06-04,237,sell_threshold,50000.0,154275.02065814415,104275.02065814415,2.0855004131628827
Indian Acrylics Limited,2008-10-20,2009-06-04,227,sell_threshold,50000.0,50000.0,0.0,0.0
Balrampur Chini Mills Limited ,2008-11-28,2009-06-09,193,sell_threshold,50000.0,159006.20665097277,109006.20665097277,2.1801241330194556
Jindal Saw Limited ,2009-03-02,2009-07-27,147,sell_threshold,50000.0,149576.50020267937,99576.50020267937,1.9915300040535873
Sterlite Technologies Limited,2008-10-08,2009-09-03,330,sell_threshold,50000.0,162007.80726014907,112007.80726014907,2.2401561452029815
Hindalco Industries Limited,2008-10-23,2009-09-08,320,sell_threshold,50000.0,150868.0571919408,100868.05719194081,2.017361143838816
Oracle Financial Services Software Limited,2008-10-10,2009-10-12,367,sell_threshold,50000.0,211864.79541801836,161864.79541801836,3.237295908360367
Ajmera Realty & Infra India Limited,2008-10-08,2009-10-21,378,sell_threshold,50000.0,98883.800470668,48883.80047066799,0.9776760094133599
Amara Raja Energy & Mobility Limited,2008-10-27,2009-10-21,359,sell_threshold,50000.0,186770.086999238,136770.086999238,2.73540173998476
KEC International Limited ,2008-10-24,2009-10-23,364,sell_threshold,50000.0,212026.9587316256,162026.9587316256,3.240539174632512
JSW Steel Limited,2008-10-07,2011-01-03,818,sell_threshold,50000.0,228830.53449462636,178830.53449462636,3.5766106898925276
Rane Engine Valve Limited,2008-10-10,2011-01-03,815,sell_threshold,50000.0,50000.0,0.0,0.0
Tata Steel Limited,2008-10-10,2011-01-03,815,sell_threshold,50000.0,151068.47174476043,101068.47174476043,2.0213694348952087
Handson Global Management (HGM) Limited ,2008-10-15,2011-01-03,810,sell_threshold,50000.0,50000.0,0.0,0.0
Hindustan Copper Limited,2008-10-27,2011-01-03,798,sell_threshold,50000.0,200566.15204817883,150566.15204817883,3.0113230409635765
Thermax Limited ,2008-12-03,2011-01-03,761,sell_threshold,50000.0,292274.6979699904,242274.69796999037,4.845493959399808
Eicher Motors Limited,2009-05-04,2011-02-07,644,sell_threshold,50000.0,262300.04899700254,212300.04899700254,4.24600097994005
GFL Limited ,2008-10-24,2011-04-01,889,sell_threshold,50000.0,241846.58423931358,191846.58423931358,3.836931684786272
Gujarat Mineral Development Corporation Limited ,2008-10-27,2012-02-28,1219,sell_threshold,50000.0,263147.9140328698,213147.9140328698,4.262958280657396
J.K. Cement Limited,2008-10-27,2012-08-02,1375,sell_threshold,50000.0,238641.26581001576,188641.26581001576,3.772825316200315
Wockhardt Limited ,2012-05-22,2012-08-17,87,sell_threshold,50000.0,90261.94640056239,40261.94640056239,0.8052389280112477
Sundaram Finance Limited ,2008-10-27,2012-12-07,1502,sell_threshold,50000.0,308865.7361488041,258865.73614880408,5.177314722976082
Handson Global Management (HGM) Limited ,2013-02-28,2013-12-09,284,sell_threshold,50000.0,50000.0,0.0,0.0
HCL Technologies Limited ,2001-09-26,2014-02-25,4535,sell_threshold,50000.0,1774116.3123485637,1724116.3123485637,34.482326246971276
Shree Rama Multi-Tech Limited ,2006-06-12,2014-05-27,2906,sell_threshold,50000.0,50000.0,0.0,0.0
New Delhi Television Limited ,2008-10-10,2015-01-01,2274,sell_threshold,50000.0,32673.756327610376,-17326.243672389624,-0.3465248734477925
