stock,entry_date,exit_date,holding_days,exit_reason,invested,exit_value,pnl,return_pct
Balaji Telefilms Limited ,2006-01-02,2008-01-02,730,holding_period,50000.0,119525.41653930845,69525.41653930845,1.3905083307861692
Coromandel International Limited ,2006-01-02,2008-01-02,730,holding_period,50000.0,91362.69216140745,41362.69216140745,0.8272538432281491
CyberTech Systems and Software Limited ,2006-01-02,2008-01-02,730,holding_period,50000.0,50000.0,0.0,0.0
Dr. Reddy's Laboratories Limited,2006-01-02,2008-01-02,730,holding_period,50000.0,85126.35118914416,35126.35118914416,0.7025270237828831
Jagsonpal Pharmaceuticals Limited ,2006-01-02,2008-01-02,730,holding_period,50000.0,50000.0,0.0,0.0
LCC Infotech Limited,2006-01-02,2008-01-02,730,holding_period,50000.0,50000.0,0.0,0.0
Sundram Fasteners Limited ,2006-01-02,2008-01-02,730,holding_period,50000.0,20104.10284334666,-29895.89715665334,-0.5979179431330668
Trigyn Technologies Limited,2006-01-02,2008-01-02,730,holding_period,50000.0,50000.0,0.0,0.0
Wipro Limited,2006-01-02,2008-01-02,730,holding_period,50000.0,57120.44214195762,7120.442141957617,0.14240884283915234
Hindustan Petroleum Corporation Limited ,2006-01-17,2008-01-07,720,holding_period,50000.0,59987.556466282156,9987.556466282156,0.1997511293256431
Summit Securities Limited,2006-02-20,2008-02-11,721,holding_period,50000.0,33170.886609162255,-16829.113390837745,-0.33658226781675493
MIRC Electronics Limited ,2006-03-17,2008-03-06,720,holding_period,50000.0,50000.0,0.0,0.0
Smartlink Holdings Limited ,2006-03-17,2008-03-06,720,holding_period,50000.0,50000.0,0.0,0.0
Infosys Limited ,2006-04-25,2008-04-14,720,holding_period,50000.0,48415.54324983052,-1584.4567501694764,-0.031689135003389546
Adani Enterprises Limited,2006-05-15,2008-05-05,721,holding_period,50000.0,281866.12084743887,231866.12084743887,4.637322416948777
Havells India Limited ,2006-05-23,2008-05-12,720,holding_period,50000.0,42451.74462919987,-7548.255370800129,-0.15096510741600255
Indian Oil Corporation Limited ,2006-06-07,2008-05-27,720,holding_period,50000.0,58486.35435011574,8486.35435011574,0.16972708700231487
Piramal Enterprises Limited,2006-06-07,2008-05-27,720,holding_period,50000.0,103183.02110489047,53183.021104890475,1.0636604220978096
Oracle Financial Services Software Limited,2006-06-08,2008-05-28,720,holding_period,50000.0,86743.6086678005,36743.608667800494,0.73487217335601
Shree Rama Multi-Tech Limited ,2006-06-12,2008-06-02,721,holding_period,50000.0,50000.0,0.0,0.0
Archies Limited ,2006-06-13,2008-06-02,720,holding_period,50000.0,50000.0,0.0,0.0
Carborundum Universal Limited ,2006-06-13,2008-06-02,720,holding_period,50000.0,50395.34415618062,395.3441561806176,0.00790688312361243
City Union Bank Limited ,2006-06-13,2008-06-02,720,holding_period,50000.0,21627.906976744183,-28372.093023255817,-0.5674418604651164
TVS Motor Company Limited,2006-06-26,2008-06-16,721,holding_period,50000.0,17724.735484577202,-32275.264515422798,-0.6455052903084559
The Federal Bank Limited ,2006-06-26,2008-06-16,721,holding_period,50000.0,128054.87329704658,78054.87329704658,1.5610974659409318
E.I.D.- Parry (India) Limited ,2006-07-06,2008-06-25,720,holding_period,50000.0,46082.414575471164,-3917.5854245288356,-0.07835170849057671
The Karur Vysya Bank Limited ,2006-07-19,2008-07-08,720,holding_period,50000.0,86381.74287373855,36381.74287373855,0.7276348574747711
National Fertilizers Limited,2006-08-28,2008-08-18,721,holding_period,50000.0,77216.07938619572,27216.07938619572,0.5443215877239145
United Breweries Limited,2006-09-08,2008-08-28,720,holding_period,50000.0,78124.51212023439,28124.512120234387,0.5624902424046878
FDC Limited,2006-09-15,2008-09-04,720,holding_period,50000.0,36824.00437744214,-13175.995622557857,-0.26351991245115713
Noida Toll Bridge Company Limited ,2006-09-29,2008-09-18,720,holding_period,50000.0,51100.01002181672,1100.0100218167208,0.02200020043633444
Cinevista Limited ,2006-10-05,2008-09-24,720,holding_period,50000.0,50000.0,0.0,0.0
The Great Eastern Shipping Company Limited,2006-12-01,2008-11-20,720,holding_period,50000.0,36442.88202916489,-13557.117970835112,-0.2711423594167023
Tata Steel Limited,2006-12-11,2008-12-01,721,holding_period,50000.0,22344.51238817302,-27655.48761182698,-0.5531097522365396
Apollo Tyres Limited ,2008-01-02,2009-12-22,720,holding_period,50000.0,41841.85895503678,-8158.141044963217,-0.16316282089926437
Coromandel International Limited ,2008-01-02,2009-12-22,720,holding_period,50000.0,98005.3596822381,48005.35968223809,0.9601071936447618
DCM Shriram Limited ,2008-01-02,2009-12-22,720,holding_period,50000.0,29781.866750810423,-20218.133249189577,-0.4043626649837916
Dr. Reddy's Laboratories Limited,2008-01-02,2009-12-22,720,holding_period,50000.0,81296.83579663529,31296.835796635292,0.6259367159327058
Manugraph India Limited,2008-01-02,2009-12-22,720,holding_period,50000.0,50000.0,0.0,0.0
Sundram Fasteners Limited ,2008-01-02,2009-12-22,720,holding_period,50000.0,42193.18925511662,-7806.810744883383,-0.1561362148976677
TAJGVK Hotels & Resorts Limited ,2008-01-02,2009-12-22,720,holding_period,50000.0,37939.04939529665,-12060.95060470335,-0.24121901209406704
Vardhman Textiles Limited,2008-01-02,2009-12-22,720,holding_period,50000.0,58227.833340459525,8227.833340459525,0.16455666680919045
Wipro Limited,2008-01-02,2009-12-22,720,holding_period,50000.0,66747.81819894133,16747.818198941328,0.33495636397882667
Aurobindo Pharma Limited ,2008-01-03,2009-12-23,720,holding_period,50000.0,85901.51513565164,35901.51513565164,0.7180303027130328
Hindustan Petroleum Corporation Limited ,2008-01-07,2009-12-28,721,holding_period,50000.0,50362.28563960666,362.2856396066636,0.007245712792133263
Zydus Lifesciences Limited ,2008-01-10,2009-12-30,720,holding_period,50000.0,121112.00076183835,71112.00076183835,1.422240015236767
Hindalco Industries Limited,2008-01-16,2011-01-03,1083,holding_period,50000.0,132845.88531492205,82845.88531492205,1.656917706298441
Apollo Hospitals Enterprise Limited ,2008-01-18,2011-01-03,1081,holding_period,50000.0,114332.08483980203,64332.08483980203,1.2866416967960408
SRF Limited,2008-01-18,2011-01-03,1081,holding_period,50000.0,100749.93938134331,50749.93938134331,1.0149987876268662
The Andhra Sugars Limited ,2008-01-18,2011-01-03,1081,holding_period,50000.0,50000.0,0.0,0.0
ACC Limited ,2008-01-21,2011-01-03,1078,holding_period,50000.0,72900.005818595,22900.005818595004,0.4580001163719001
Canara Bank ,2008-01-21,2011-01-03,1078,holding_period,50000.0,117167.87546435521,67167.87546435521,1.3433575092871042
GlaxoSmithKline Pharmaceuticals Limited,2008-01-21,2011-01-03,1078,holding_period,50000.0,123459.09862812937,73459.09862812937,1.4691819725625876
Maruti Suzuki India Limited ,2008-01-21,2011-01-03,1078,holding_period,50000.0,88773.03271293367,38773.032712933666,0.7754606542586733
Raymond Limited ,2008-01-22,2011-01-03,1077,holding_period,50000.0,61807.330613195314,11807.330613195314,0.2361466122639062
Tata Consumer Products Limited ,2008-01-22,2011-01-03,1077,holding_period,50000.0,93716.08384498935,43716.08384498935,0.874321676899787
Rane Engine Valve Limited,2008-01-30,2011-01-03,1069,holding_period,50000.0,50000.0,0.0,0.0
Nahar Industrial Enterprises Limited,2008-02-11,2011-01-03,1057,holding_period,50000.0,50000.0,0.0,0.0
Summit Securities Limited,2008-02-12,2011-01-03,1056,holding_period,50000.0,50000.0,0.0,0.0
Tamilnadu Petroproducts Limited,2008-02-13,2011-01-03,1055,holding_period,50000.0,50000.00000000001,7.275957614183426e-12,2.220446049250313e-16
Kanoria Chemicals & Industries Limited ,2008-02-29,2011-01-03,1039,holding_period,50000.0,50000.0,0.0,0.0
Mphasis Limited,2008-03-04,2011-01-03,1035,holding_period,50000.0,157461.40112942405,107461.40112942405,2.149228022588481
MIRC Electronics Limited ,2008-03-07,2011-01-03,1032,holding_period,50000.0,50000.0,0.0,0.0
Smartlink Holdings Limited ,2008-03-07,2011-01-03,1032,holding_period,50000.0,50000.0,0.0,0.0
Balkrishna Industries Limited,2008-03-10,2011-01-03,1029,holding_period,50000.0,54421.771699781384,4421.771699781384,0.0884354339956277
Birla Cable Limited ,2008-03-10,2011-01-03,1029,holding_period,50000.0,49999.99999999999,-7.275957614183426e-12,-1.1102230246251565e-16
Finolex Industries Limited ,2008-03-10,2011-01-03,1029,holding_period,50000.0,76679.50088520917,26679.50088520917,0.5335900177041835
Mangalam Cement Limited,2008-03-12,2011-01-03,1027,holding_period,50000.0,50000.0,0.0,0.0
Bharat Electronics Limited,2008-03-14,2011-01-03,1025,holding_period,50000.0,69319.39639929215,19319.39639929215,0.38638792798584287
Graphite India Limited,2008-03-17,2011-01-03,1022,holding_period,50000.0,151330.94737157362,101330.94737157362,2.0266189474314724
Gujarat Alkalies and Chemicals Limited ,2008-03-17,2011-01-03,1022,holding_period,50000.0,51528.01690209201,1528.0169020920075,0.030560338041840218
63 moons technologies limited,2008-03-18,2011-01-03,1021,holding_period,50000.0,33249.545989070975,-16750.454010929025,-0.33500908021858045
Bajaj Holdings & Investment Limited,2008-03-19,2011-01-03,1020,holding_period,50000.0,70737.18542757792,20737.18542757792,0.4147437085515584
Rico Auto Industries Limited,2008-03-31,2011-01-03,1008,holding_period,50000.0,50000.0,0.0,0.0
Century Enka Limited ,2008-04-10,2011-01-03,998,holding_period,50000.0,49999.99999999999,-7.275957614183426e-12,-1.1102230246251565e-16
Infosys Limited ,2008-04-15,2011-01-03,993,holding_period,50000.0,114325.51827906026,64325.518279060256,1.2865103655812051
Eicher Motors Limited,2008-04-16,2011-01-03,992,holding_period,50000.0,218435.2444292402,168435.2444292402,3.368704888584804
Lupin Limited,2008-04-21,2011-01-03,987,holding_period,50000.0,244498.86944398636,194498.86944398636,3.8899773888797275
Jubilant Pharmova Limited,2008-04-22,2011-01-03,986,holding_period,50000.0,41831.26967369853,-8168.730326301469,-0.16337460652602942
Havells India Limited ,2008-05-12,2011-01-03,966,holding_period,50000.0,95582.0606497561,45582.060649756095,0.9116412129951219
HDFC Bank Limited ,2008-05-26,2011-01-03,952,holding_period,50000.0,116171.05348759108,66171.05348759108,1.3234210697518218
Union Bank of India ,2008-05-26,2011-01-03,952,holding_period,50000.0,121099.29541057898,71099.29541057898,1.4219859082115796
Indian Oil Corporation Limited ,2008-05-27,2011-01-03,951,holding_period,50000.0,85400.56411142185,35400.564111421845,0.708011282228437
Biocon Limited ,2008-05-28,2011-01-03,950,holding_period,50000.0,92914.81137263206,42914.81137263206,0.8582962274526411
Godrej Industries Limited,2008-05-28,2011-01-03,950,holding_period,50000.0,39081.09133482449,-10918.908665175513,-0.21837817330351028
Oracle Financial Services Software Limited,2008-05-28,2011-01-03,950,holding_period,50000.0,83498.50641619352,33498.506416193515,0.6699701283238704
Grasim Industries Limited ,2008-05-30,2011-01-03,948,holding_period,50000.0,53034.1886216638,3034.1886216638013,0.06068377243327605
Indian Overseas Bank ,2008-05-30,2011-01-03,948,holding_period,50000.0,77094.24083769633,27094.24083769633,0.5418848167539265
Mahindra & Mahindra Limited ,2008-05-30,2011-01-03,948,holding_period,50000.0,162893.89631350842,112893.89631350842,2.2578779262701683
NCC Limited,2008-05-30,2011-01-03,948,holding_period,50000.0,43140.025094769495,-6859.974905230505,-0.13719949810461007
Archies Limited ,2008-06-02,2011-01-03,945,holding_period,50000.0,50000.0,0.0,0.0
Carborundum Universal Limited ,2008-06-02,2011-01-03,945,holding_period,50000.0,118522.85388599602,68522.85388599602,1.3704570777199203
City Union Bank Limited ,2008-06-02,2011-01-03,945,holding_period,50000.0,111699.59677419355,61699.596774193546,1.2339919354838709
Shree Rama Multi-Tech Limited ,2008-06-02,2011-01-03,945,holding_period,50000.0,50000.0,0.0,0.0
Balaji Telefilms Limited ,2008-06-03,2011-01-03,944,holding_period,50000.0,16095.695944255163,-33904.30405574484,-0.6780860811148968
Nesco Limited,2008-06-04,2011-01-03,943,holding_period,50000.0,53164.75917153626,3164.759171536258,0.06329518343072515
Siemens Limited ,2008-06-04,2011-01-03,943,holding_period,50000.0,80573.89760903262,30573.897609032618,0.6114779521806524
Punjab National Bank ,2008-06-05,2011-01-03,942,holding_period,50000.0,134931.58437322997,84931.58437322997,1.6986316874645992
Housing Development Finance Corporation Limited,2008-06-06,2011-01-03,941,holding_period,50000.0,79891.50994882909,29891.509948829087,0.5978301989765817
IDBI Bank Limited ,2008-06-09,2011-01-03,938,holding_period,50000.0,148088.4484851362,98088.4484851362,1.961768969702724
Oil and Natural Gas Corporation Limited ,2008-06-10,2011-01-03,937,holding_period,50000.0,77921.76509734374,27921.76509734374,0.5584353019468749
TVS Motor Company Limited,2008-06-16,2011-01-03,931,holding_period,50000.0,208595.9805892932,158595.9805892932,3.1719196117858637
The Federal Bank Limited ,2008-06-16,2011-01-03,931,holding_period,50000.0,100968.66058559826,50968.66058559826,1.0193732117119652
United Spirits Limited ,2008-06-16,2011-01-03,931,holding_period,50000.0,77242.9239209593,27242.923920959307,0.5448584784191861
Bank of India Limited ,2008-06-23,2011-01-03,924,holding_period,50000.0,100602.2760018987,50602.2760018987,1.012045520037974
Bharti Airtel Limited,2008-06-23,2011-01-03,924,holding_period,50000.0,47359.899929983265,-2640.100070016735,-0.05280200140033475
UPL Limited,2008-06-23,2011-01-03,924,holding_period,50000.0,60134.321005287966,10134.321005287966,0.2026864201057592
Bayer CropScience Limited,2008-06-24,2011-01-03,923,holding_period,50000.0,204878.75604212258,154878.75604212258,3.0975751208424516
IL&FS Investment Managers Limited ,2008-06-24,2011-01-03,923,holding_period,50000.0,50168.32283154185,168.3228315418528,0.0033664566308371224
Titan Company Limited,2008-06-24,2011-01-03,923,holding_period,50000.0,180740.26937583135,130740.26937583135,2.6148053875166273
Adani Enterprises Limited,2008-06-25,2011-01-03,922,holding_period,50000.0,227182.40129707498,177182.40129707498,3.5436480259414997
Bank of Maharashtra ,2008-06-25,2011-01-03,922,holding_period,50000.0,98412.67181140027,48412.67181140027,0.9682534362280055
E.I.D.- Parry (India) Limited ,2008-06-25,2011-01-03,922,holding_period,50000.0,150771.1210914329,100771.1210914329,2.015422421828658
The Indian Hotels Company Limited,2008-06-25,2011-01-03,922,holding_period,50000.0,69699.66394172735,19699.663941727355,0.39399327883454704
Cummins India Limited,2008-06-26,2011-01-03,921,holding_period,50000.0,163453.81526104416,113453.81526104416,2.2690763052208833
Bharat Bijlee Limited,2008-06-27,2011-01-03,920,holding_period,50000.0,29503.16801250267,-20496.83198749733,-0.40993663974994665
The Phoenix Mills Limited,2008-06-27,2011-01-03,920,holding_period,50000.0,101703.1633277191,51703.1633277191,1.0340632665543819
Finolex Cables Limited ,2008-06-30,2011-01-03,917,holding_period,50000.0,50280.88787014997,280.8878701499707,0.005617757402999413
GAIL (India) Limited ,2008-06-30,2011-01-03,917,holding_period,50000.0,115951.57172031484,65951.57172031484,1.3190314344062966
IFCI Limited ,2008-07-01,2011-01-03,916,holding_period,50000.0,100614.50521977563,50614.50521977563,1.0122901043955128
Larsen & Toubro Limited,2008-07-01,2011-01-03,916,holding_period,50000.0,95676.61563740118,45676.61563740118,0.9135323127480235
The KCP Limited ,2008-07-01,2011-01-03,916,holding_period,50000.0,30203.536429347143,-19796.463570652857,-0.3959292714130571
ITC Limited ,2008-07-03,2011-01-03,914,holding_period,50000.0,105539.22939852822,55539.229398528216,1.1107845879705645
Piramal Enterprises Limited,2008-07-07,2011-01-03,910,holding_period,50000.0,79653.83046589371,29653.830465893712,0.5930766093178743
Steel Authority of India Limited ,2008-07-31,2011-01-03,886,holding_period,50000.0,66814.78788786824,16814.78788786824,0.33629575775736487
Greaves Cotton Limited,2008-08-08,2011-01-03,878,holding_period,50000.0,140405.4476667453,90405.44766674531,1.8081089533349064
Mahindra Lifespace Developers Limited,2008-08-20,2011-01-03,866,holding_period,50000.0,41435.131249633465,-8564.868750366535,-0.17129737500733067
Sundaram Finance Limited ,2008-08-22,2011-01-03,864,holding_period,50000.0,101232.35988886576,51232.35988886576,1.0246471977773153
PTC India Limited ,2008-08-25,2011-01-03,861,holding_period,50000.0,103483.0205838731,53483.020583873105,1.0696604116774622
United Breweries Limited,2008-08-28,2011-01-03,858,holding_period,50000.0,157103.30153451604,107103.30153451604,2.1420660306903208
FDC Limited,2008-09-04,2011-01-03,851,holding_period,50000.0,163757.11017658163,113757.11017658163,2.2751422035316327
Bajaj Hindusthan Sugar Limited ,2008-09-05,2011-01-03,850,holding_period,50000.0,49613.14093384528,-386.8590661547205,-0.007737181323094422
Bank of Baroda Limited ,2008-09-05,2011-01-03,850,holding_period,50000.0,151416.94226241187,101416.94226241187,2.0283388452482374
Marathon Nextgen Realty Limited,2008-09-16,2011-01-03,839,holding_period,50000.0,50000.0,0.0,0.0
Sterlite Technologies Limited,2008-09-16,2011-01-03,839,holding_period,50000.0,122891.26358745605,72891.26358745605,1.4578252717491211
National Fertilizers Limited,2008-09-17,2011-01-03,838,holding_period,50000.0,131052.0131140767,81052.0131140767,1.621040262281534
Noida Toll Bridge Company Limited ,2008-09-18,2011-01-03,837,holding_period,50000.0,43328.69681709698,-6671.303182903022,-0.13342606365806042
Asahi India Glass Limited,2008-09-19,2011-01-03,836,holding_period,50000.0,97569.46038323398,47569.46038323398,0.9513892076646795
Voltas Limited ,2008-09-23,2011-01-03,832,holding_period,50000.0,98408.1849560074,48408.184956007404,0.9681636991201481
Cinevista Limited ,2008-09-24,2011-01-03,831,holding_period,50000.0,50000.0,0.0,0.0
3M India Limited,2008-09-26,2011-01-03,829,holding_period,50000.0,123865.0132677589,73865.0132677589,1.4773002653551779
Glenmark Pharmaceuticals Limited ,2008-09-29,2011-01-03,826,holding_period,50000.0,37379.22609884457,-12620.77390115543,-0.2524154780231086
