stock,entry_date,exit_date,holding_days,invested,exit_value,pnl,return_pct
3i Infotech Limited ,2011-12-29,2015-01-01,1099,100000.0,248050.64587818593,148050.64587818593,1.4805064587818593
A. K. Capital Services Limited,2011-12-29,2015-01-01,1099,100000.0,148490.44978434994,48490.44978434994,0.4849044978434993
A2Z Infra Engineering Limited,2011-12-29,2015-01-01,1099,100000.0,23005.869306542398,-76994.1306934576,-0.769941306934576
ARSS Infrastructure Projects Limited,2011-12-29,2015-01-01,1099,100000.0,33159.643028410355,-66840.35697158964,-0.6684035697158964
Adani Enterprises Limited,2011-12-29,2015-01-01,1099,100000.0,155772.80134794014,55772.80134794014,0.5577280134794014
Aditya Birla Money Limited,2011-12-29,2015-01-01,1099,100000.0,302314.8148148148,202314.81481481477,2.023148148148148
Aegis Logistics Limited ,2011-12-29,2015-01-01,1099,100000.0,428795.93970625085,328795.93970625085,3.287959397062509
Aeroflex Enterprises Limited,2011-12-29,2015-01-01,1099,100000.0,39172.54183706752,-60827.45816293248,-0.6082745816293248
Ahluwalia Contracts (India) Limited,2011-12-29,2015-01-01,1099,100000.0,440206.8214058099,340206.8214058099,3.402068214058099
Akar Auto Industries Limited,2011-12-29,2015-01-01,1099,100000.0,90905.62197914017,-9094.378020859833,-0.09094378020859828
Allcargo Gati Limited,2011-12-29,2015-01-01,1099,100000.0,1005189.78045288,905189.78045288,9.0518978045288
Anand Projects Limited,2011-12-29,2015-01-01,1099,100000.0,104204.75319926874,4204.753199268744,0.042047531992687404
Asit C. Mehta Financial Services Limited,2011-12-29,2015-01-01,1099,100000.0,228380.00184825802,128380.00184825802,1.2838000184825802
Aurobindo Pharma Limited ,2011-12-29,2015-01-01,1099,100000.0,1337099.7165515344,1237099.7165515344,12.370997165515343
Available Finance Limited,2011-12-29,2015-01-01,1099,100000.0,49344.838606583566,-50655.161393416434,-0.5065516139341644
Avance Technologies Limited,2011-12-29,2015-01-01,1099,100000.0,294003.7476577139,194003.7476577139,1.9400374765771389
B.L. Kashyap and Sons Limited ,2011-12-29,2015-01-01,1099,100000.0,161956.5619957144,61956.56199571441,0.619565619957144
BGR Energy Systems Limited,2011-12-29,2015-01-01,1099,100000.0,91492.35869303037,-8507.641306969628,-0.08507641306969627
Bajaj Consumer Care Limited,2011-12-29,2015-01-01,1099,100000.0,374081.4364278193,274081.4364278193,2.7408143642781932
Bajaj Hindusthan Sugar Limited ,2011-12-29,2015-01-01,1099,100000.0,80168.776371308,-19831.223628691994,-0.19831223628691996
Bedmutha Industries Limited ,2011-12-29,2015-01-01,1099,100000.0,65934.58269471924,-34065.41730528076,-0.34065417305280765
Bhilwara Spinners Limited,2011-12-29,2015-01-01,1099,100000.0,110060.09929448653,10060.099294486528,0.10060099294486524
Bilcare Limited,2011-12-29,2015-01-01,1099,100000.0,25398.94394098411,-74601.05605901589,-0.7460105605901589
Bodal Chemicals Limited,2011-12-29,2015-01-01,1099,100000.0,320204.4339451209,220204.4339451209,2.202044339451209
Borosil Renewables Limited,2011-12-29,2015-01-01,1099,100000.0,149705.34305042322,49705.343050423224,0.49705343050423223
CP Capital Limited ,2011-12-29,2015-01-01,1099,100000.0,82794.60199148231,-17205.398008517688,-0.17205398008517692
Candour Techtex Limited,2011-12-29,2015-01-01,1099,100000.0,66349.48604992658,-33650.51395007342,-0.33650513950073424
Cantabil Retail India Limited ,2011-12-29,2015-01-01,1099,100000.0,255138.8539306989,155138.8539306989,1.551388539306989
Capricorn Systems Global Solutions Limited,2011-12-29,2015-01-01,1099,100000.0,32524.418868781708,-67475.58113121829,-0.674755811312183
Ceenik Exports (India) Limited,2011-12-29,2015-01-01,1099,100000.0,153810.83562901744,53810.83562901744,0.5381083562901745
Central Bank of India ,2011-12-29,2015-01-01,1099,100000.0,490844.97687663184,390844.97687663184,3.908449768766318
Choice International Limited,2011-12-29,2015-01-01,1099,100000.0,103668.02396795443,3668.023967954432,0.03668023967954426
Clio Infotech Limited,2011-12-29,2015-01-01,1099,100000.0,53742.64087468461,-46257.35912531539,-0.4625735912531539
Compuage Infocom Limited,2011-12-29,2015-01-01,1099,100000.0,272074.5295667854,172074.52956678538,1.7207452956678537
DMCC Speciality Chemicals Limited,2011-12-29,2015-01-01,1099,100000.0,227756.60648466295,127756.60648466295,1.2775660648466296
DhanSafal Finserve Limited,2011-12-29,2015-01-01,1099,100000.0,6804.851408259517,-93195.14859174048,-0.9319514859174048
Dhani Services Limited ,2011-12-29,2015-01-01,1099,100000.0,461225.8258710211,361225.8258710211,3.6122582587102112
Dhanlaxmi Bank Limited,2011-12-29,2015-01-01,1099,100000.0,200303.53586997473,100303.53586997473,1.0030353586997474
Diamant Infrastructure Limited,2011-12-29,2015-01-01,1099,100000.0,17307.517222542567,-82692.48277745744,-0.8269248277745743
Educomp Solutions Limited ,2011-12-29,2015-01-01,1099,100000.0,16879.3884812997,-83120.6115187003,-0.831206115187003
Embassy Developments Limited ,2011-12-29,2015-01-01,1099,100000.0,143626.92377735555,43626.92377735555,0.43626923777355553
Emmessar Biotech & Nutrition Limited,2011-12-29,2015-01-01,1099,100000.0,353416.14906832296,253416.14906832296,2.5341614906832297
Ester Industries Limited,2011-12-29,2015-01-01,1099,100000.0,94462.80539733883,-5537.1946026611695,-0.05537194602661166
Everest Kanto Cylinder Limited ,2011-12-29,2015-01-01,1099,100000.0,43126.28293451059,-56873.71706548941,-0.568737170654894
Firstsource Solutions Limited ,2011-12-29,2015-01-01,1099,100000.0,939857.7288288871,839857.7288288871,8.398577288288871
G-Tech Info-Training Limited,2011-12-29,2015-01-01,1099,100000.0,71929.82456140351,-28070.17543859649,-0.2807017543859649
Garnet International Limited,2011-12-29,2015-01-01,1099,100000.0,162668.7611446039,62668.76114460389,0.6266876114460389
Garware Hi-Tech Films Limited,2011-12-29,2015-01-01,1099,100000.0,127789.55371272503,27789.553712725028,0.27789553712725024
Gayatri Projects Limited,2011-12-29,2015-01-01,1099,100000.0,410595.734581087,310595.734581087,3.10595734581087
Genus Power Infrastructures Limited,2011-12-29,2015-01-01,1099,100000.0,549280.4009706035,449280.40097060346,4.492804009706035
Global Capital Markets Limited,2011-12-29,2015-01-01,1099,100000.0,15351.54129015455,-84648.45870984545,-0.8464845870984545
Godawari Power & Ispat Limited ,2011-12-29,2015-01-01,1099,100000.0,190170.07606592964,90170.07606592964,0.9017007606592964
Goenka Diamond and Jewels Limited ,2011-12-29,2015-01-01,1099,100000.0,109717.868338558,9717.868338557993,0.09717868338557989
Handson Global Management (HGM) Limited ,2011-12-29,2015-01-01,1099,100000.0,418784.3821280021,318784.3821280021,3.187843821280021
Hemang Resources Limited,2011-12-29,2015-01-01,1099,100000.0,112092.3520923521,12092.3520923521,0.1209235209235211
Hindustan Media Ventures Limited,2011-12-29,2015-01-01,1099,100000.0,178594.92266894877,78594.92266894877,0.7859492266894876
Housing Development and Infrastructure Limited ,2011-12-29,2015-01-01,1099,100000.0,127188.0948476279,27188.0948476279,0.27188094847627897
ITL Industries Limited,2011-12-29,2015-01-01,1099,100000.0,155800.37164852666,55800.37164852666,0.5580037164852667
India Cements Capital Limited,2011-12-29,2015-01-01,1099,100000.0,101895.32001749527,1895.3200174952653,0.01895320017495261
Indian Metals and Ferro Alloys Limited,2011-12-29,2015-01-01,1099,100000.0,91554.85244110285,-8445.147558897152,-0.08445147558897148
Indo Rama Synthetics (India) Limited,2011-12-29,2015-01-01,1099,100000.0,89607.82338491581,-10392.176615084187,-0.10392176615084192
Indowind Energy Limited ,2011-12-29,2015-01-01,1099,100000.0,75674.10203385068,-24325.89796614932,-0.24325897966149324
Indus Finance Limited,2011-12-29,2015-01-01,1099,100000.0,107198.62379251028,7198.623792510276,0.07198623792510284
Inter Globe Finance Limited,2011-12-29,2015-01-01,1099,100000.0,51052.30137455085,-48947.69862544915,-0.48947698625449154
JSW Holdings Limited ,2011-12-29,2015-01-01,1099,100000.0,250439.18799230034,150439.18799230034,1.5043918799230034
Jai Corp Limited ,2011-12-29,2015-01-01,1099,100000.0,151603.49060364527,51603.490603645274,0.5160349060364526
Jain Irrigation Systems Limited,2011-12-29,2015-01-01,1099,100000.0,91476.85278505678,-8523.147214943223,-0.08523147214943227
Jay Shree Tea & Industries Limited ,2011-12-29,2015-01-01,1099,100000.0,105522.36758415124,5522.367584151245,0.055223675841512554
Jayatma Industries Limited,2011-12-29,2015-01-01,1099,100000.0,171413.9344262295,71413.9344262295,0.714139344262295
Jindal Poly Films Limited,2011-12-29,2015-01-01,1099,100000.0,166885.08210910315,66885.08210910315,0.6688508210910316
Jindal Worldwide Limited,2011-12-29,2015-01-01,1099,100000.0,162992.2046771937,62992.20467719369,0.6299220467719369
Johnson Controls-Hitachi Air Conditioning India Limited,2011-12-29,2015-01-01,1099,100000.0,1093012.8699606187,993012.8699606187,9.930128699606186
KCL Infra Projects Limited,2011-12-29,2015-01-01,1099,100000.0,41580.062556755125,-58419.937443244875,-0.5841993744324487
KEC International Limited ,2011-12-29,2015-01-01,1099,100000.0,264615.36452864844,164615.36452864844,1.6461536452864842
KLG Capital Services Limited,2011-12-29,2015-01-01,1099,100000.0,64662.801342691484,-35337.198657308516,-0.3533719865730851
KRBL Limited ,2011-12-29,2015-01-01,1099,100000.0,755808.8145025986,655808.8145025986,6.558088145025986
Kalyani Investment Company Limited ,2011-12-29,2015-01-01,1099,100000.0,400804.8326795219,300804.8326795219,3.008048326795219
Kalyani Steels Limited,2011-12-29,2015-01-01,1099,100000.0,445683.85721760656,345683.85721760656,3.456838572176066
Kilburn Engineering Limited,2011-12-29,2015-01-01,1099,100000.0,151802.22737553323,51802.22737553323,0.5180222737553324
Kiri Industries Limited,2011-12-29,2015-01-01,1099,100000.0,166806.8158903005,66806.8158903005,0.6680681589030049
Laffans Petrochemicals Limited,2011-12-29,2015-01-01,1099,100000.0,88421.05263157896,-11578.947368421039,-0.11578947368421044
MPS Infotecnics Limited ,2011-12-29,2015-01-01,1099,100000.0,200723.25037226122,100723.25037226122,1.0072325037226122
MSP Steel & Power Limited ,2011-12-29,2015-01-01,1099,100000.0,80926.05432868424,-19073.945671315756,-0.1907394567131575
Mafatlal Industries Limited,2011-12-29,2015-01-01,1099,100000.0,215028.64049608493,115028.64049608493,1.1502864049608492
Maharashtra Corporation Limited,2011-12-29,2015-01-01,1099,100000.0,50586.803442580196,-49413.196557419804,-0.49413196557419803
Mansi Finance (Chennai) Limited,2011-12-29,2015-01-01,1099,100000.0,303054.49496702536,203054.49496702536,2.0305449496702535
McNally Bharat Engineering Company Limited,2011-12-29,2015-01-01,1099,100000.0,102192.49451582576,2192.4945158257615,0.021924945158257714
Megasoft Limited,2011-12-29,2015-01-01,1099,100000.0,61201.346375403795,-38798.653624596205,-0.387986536245962
Modi Rubber Limited,2011-12-29,2015-01-01,1099,100000.0,95084.90485536307,-4915.095144636929,-0.04915095144636927
Muthoot Capital Services Limited,2011-12-29,2015-01-01,1099,100000.0,346483.2330180567,246483.23301805672,2.4648323301805672
N R Agarwal Industries Limited,2011-12-29,2015-01-01,1099,100000.0,70000.41233712682,-29999.58766287318,-0.29999587662873184
NCC Limited,2011-12-29,2015-01-01,1099,100000.0,540847.561759368,440847.56175936805,4.40847561759368
Nouveau Global Ventures Limited,2011-12-29,2015-01-01,1099,100000.0,145228.45704828572,45228.45704828572,0.4522845704828573
OPG Power Ventures Plc (AIM:OPG),2011-12-29,2015-01-01,1099,100000.0,342546.6546295087,242546.65462950867,2.4254665462950866
Orient Ceratech Limited,2011-12-29,2015-01-01,1099,100000.0,232785.26574405757,132785.26574405757,1.3278526574405758
Orient Green Power Company Limited ,2011-12-29,2015-01-01,1099,100000.0,246428.05035641338,146428.05035641338,1.464280503564134
Oriental Aromatics Limited,2011-12-29,2015-01-01,1099,100000.0,303662.20337883144,203662.20337883144,2.0366220337883143
PBA Infrastructure Limited,2011-12-29,2015-01-01,1099,100000.0,62615.26709226823,-37384.73290773177,-0.37384732907731766
PTC India Limited ,2011-12-29,2015-01-01,1099,100000.0,241962.5433231572,141962.5433231572,1.4196254332315723
PTL Enterprises Limited,2011-12-29,2015-01-01,1099,100000.0,123906.1769663319,23906.1769663319,0.23906176966331905
ACI Infocom Limited,2015-01-01,2017-12-18,1082,100000.0,193042.93078345727,93042.93078345727,0.9304293078345727
AVI Products India Limited,2015-01-01,2017-12-18,1082,100000.0,51637.33570951214,-48362.66429048786,-0.48362664290487856
Adinath Textiles Limited,2015-01-01,2017-12-18,1082,100000.0,397125.8671952428,297125.8671952428,2.9712586719524277
Advance Lifestyles Limited,2015-01-01,2017-12-18,1082,100000.0,199975.29033852238,99975.29033852238,0.9997529033852237
Alankit Limited,2015-01-01,2017-12-18,1082,100000.0,758513.9968611993,658513.9968611993,6.585139968611992
Ampvolts Limited,2015-01-01,2017-12-18,1082,100000.0,111384.6153846154,11384.615384615405,0.11384615384615415
Available Finance Limited,2015-01-01,2017-12-18,1082,100000.0,160816.0621761658,60816.06217616581,0.6081606217616582
Bharatiya Global Infomedia Limited,2015-01-01,2017-12-18,1082,100000.0,156223.25249643368,56223.25249643368,0.5622325249643367
Butterfly Gandhimathi Appliances Limited,2015-01-01,2017-12-18,1082,100000.0,229670.87103253708,129670.87103253708,1.2967087103253707
Coastal Corporation Limited,2015-01-01,2017-12-18,1082,100000.0,529184.1341502741,429184.1341502741,4.2918413415027405
Cybele Industries Ltd,2015-01-01,2017-12-18,1082,100000.0,117764.50830378801,17764.50830378801,0.17764508303788018
DSJ Keep Learning Limited,2015-01-01,2017-12-18,1082,100000.0,79994.38044394492,-20005.619556055084,-0.20005619556055088
Dhanvantri Jeevan Rekha Limited,2015-01-01,2017-12-18,1082,100000.0,443224.06218317,343224.06218317,3.4322406218317
Eastern Treads Limited,2015-01-01,2017-12-18,1082,100000.0,246780.3587180241,146780.3587180241,1.4678035871802408
Ekam Leasing and Finance Co. Ltd.,2015-01-01,2017-12-18,1082,100000.0,50303.0303030303,-49696.9696969697,-0.49696969696969706
Esaar (India) Limited,2015-01-01,2017-12-18,1082,100000.0,12076.437858481257,-87923.56214151875,-0.8792356214151874
Euro Leder Fashion Limited,2015-01-01,2017-12-18,1082,100000.0,347056.8220483157,247056.82204831572,2.470568220483157
Evexia Lifecare Limited,2015-01-01,2017-12-18,1082,100000.0,374005.85766478453,274005.85766478453,2.7400585766478454
Gemstone Investments Limited,2015-01-01,2017-12-18,1082,100000.0,187491.63879598666,87491.63879598666,0.8749163879598665
Global Capital Markets Limited,2015-01-01,2017-12-18,1082,100000.0,38008.97170462388,-61991.02829537612,-0.6199102829537613
Goenka Diamond and Jewels Limited ,2015-01-01,2017-12-18,1082,100000.0,7142.857142857143,-92857.14285714286,-0.9285714285714286
Gold Rock Investments Limited,2015-01-01,2017-12-18,1082,100000.0,100000.0,0.0,0.0
