stock,entry_date,exit_date,holding_days,invested,exit_value,pnl,return_pct
RDB Infrastructure and Power Limited,2011-04-25,2012-01-20,270,100000.0,47836.53846153846,-52163.46153846154,-0.5216346153846154
Bajaj Consumer Care Limited,2011-05-02,2012-01-27,270,100000.0,87576.75256076318,-12423.247439236817,-0.12423247439236818
The Tinplate Company of India Limited,2011-05-04,2012-01-30,271,100000.0,62404.859335782196,-37595.140664217804,-0.3759514066421781
Piramal Enterprises Limited,2011-05-06,2012-01-31,270,100000.0,89565.52581215595,-10434.474187844055,-0.10434474187844056
PTL Enterprises Limited,2011-05-11,2012-02-06,271,100000.0,108180.19017832373,8180.190178323726,0.08180190178323721
Hindustan Media Ventures Limited,2011-05-16,2012-02-10,270,100000.0,80202.21735165663,-19797.782648343375,-0.19797782648343376
Systematix Corporate Services Limited,2011-05-16,2012-02-10,270,100000.0,49710.75120388615,-50289.24879611385,-0.5028924879611385
Uniphos Enterprises Limited,2011-05-16,2012-02-10,270,100000.0,109023.48042334162,9023.480423341622,0.09023480423341623
The Bombay Dyeing and Manufacturing Company Limited ,2011-05-24,2012-02-20,272,100000.0,137774.75992816855,37774.759928168554,0.37774759928168544
Borosil Renewables Limited,2011-05-27,2012-02-21,270,100000.0,100088.6181311979,88.61813119790168,0.0008861813119789286
Ravi Kumar Distilleries Limited,2011-05-30,2012-02-24,270,100000.0,55291.97080291971,-44708.02919708029,-0.4470802919708029
Lovable Lingerie Limited,2011-05-31,2012-02-27,272,100000.0,117738.03769937168,17738.037699371678,0.17738037699371678
Asit C. Mehta Financial Services Limited,2011-06-02,2012-02-27,270,100000.0,67875.79972999942,-32124.200270000583,-0.3212420027000058
Anand Projects Limited,2011-06-06,2012-03-02,270,100000.0,100000.0,0.0,0.0
Maruti Infrastructure Limited,2011-06-07,2012-03-05,272,100000.0,168920.0,68920.0,0.6892
Krishna Ventures Limited,2011-06-08,2012-03-05,271,100000.0,1023541.4709148373,923541.4709148373,9.235414709148372
Kalyani Investment Company Limited ,2011-07-19,2012-04-16,272,100000.0,60862.15012245288,-39137.84987754712,-0.39137849877547126
Inter Globe Finance Limited,2011-08-05,2012-05-01,270,100000.0,40428.99470016275,-59571.00529983725,-0.5957100529983725
Westlife Foodworld Limited,2011-08-12,2012-05-08,270,100000.0,189228.88616891066,89228.88616891066,0.8922888616891065
Bhilwara Spinners Limited,2011-08-25,2012-05-21,270,100000.0,97064.48508180943,-2935.5149181905726,-0.029355149181905738
Maharashtra Corporation Limited,2011-08-30,2012-05-28,272,100000.0,357914.93444195716,257914.93444195716,2.5791493444195717
Transgene Biotek Limited,2011-09-05,2012-06-01,270,100000.0,131989.2969182506,31989.29691825059,0.31989296918250587
V2 Retail Limited ,2011-09-05,2012-06-01,270,100000.0,38247.274150228564,-61752.725849771436,-0.6175272584977143
Visagar Financial Services Limited,2011-09-07,2012-06-04,271,100000.0,47653.77565263211,-52346.22434736789,-0.5234622434736789
Tilak Ventures Limited,2011-09-21,2012-06-18,271,100000.0,40509.915014164304,-59490.084985835696,-0.594900849858357
Avance Technologies Limited,2011-09-29,2012-06-25,270,100000.0,19354.89287393378,-80645.10712606623,-0.8064510712606622
Candour Techtex Limited,2011-09-30,2012-06-26,270,100000.0,143474.51233969178,43474.51233969178,0.43474512339691773
Empower India Limited,2011-10-05,2012-07-02,271,100000.0,20179.044530137748,-79820.95546986225,-0.7982095546986225
Sky Industries Limited,2011-10-18,2012-07-16,272,100000.0,67785.35375896572,-32214.64624103428,-0.32214646241034284
Capricorn Systems Global Solutions Limited,2011-11-02,2012-07-30,271,100000.0,50500.5005005005,-49499.4994994995,-0.494994994994995
Kemistar Corporation Limited,2011-11-21,2012-08-17,270,100000.0,69316.16341030195,-30683.836589698054,-0.30683836589698055
Cistro Telelink Limited,2011-12-01,2012-08-27,270,100000.0,176205.93692022265,76205.93692022265,0.7620593692022266
PFL Infotech Limited,2011-12-20,2012-09-17,272,100000.0,13886.217092372912,-86113.78290762709,-0.8611378290762709
Vertex Securities Limited,2011-12-20,2012-09-17,272,100000.0,48349.321865696336,-51650.678134303664,-0.5165067813430366
The Tinplate Company of India Limited,2012-04-26,2013-01-21,270,100000.0,111982.74857209464,11982.748572094642,0.11982748572094648
Libord Finance Limited,2012-05-10,2013-02-04,270,100000.0,140000.00000000003,40000.00000000003,0.40000000000000036
Shree Karthik Papers Limited,2012-05-11,2013-02-05,270,100000.0,100000.0,0.0,0.0
Onelife Capital Advisors Limited,2012-05-14,2013-02-08,270,100000.0,285300.639322858,185300.639322858,1.85300639322858
Force Motors Limited,2012-05-21,2013-02-15,270,100000.0,88292.40049334324,-11707.599506656756,-0.11707599506656752
RDB Rasayans Limited,2012-05-28,2013-02-22,270,100000.0,119772.48336552909,19772.483365529086,0.1977248336552908
Shervani Industrial Syndicate Limited,2012-05-30,2013-02-25,271,100000.0,129547.98331015297,29547.983310152966,0.2954798331015296
Nirlon Limited,2012-06-01,2013-02-26,270,100000.0,111793.44439651335,11793.444396513354,0.11793444396513353
Diamant Infrastructure Limited,2012-06-06,2013-03-04,271,100000.0,108794.1221027117,8794.122102711699,0.0879412210271171
Superior Industrial Enterprises Limited,2012-06-11,2013-03-08,270,100000.0,1483854.5843357393,1383854.5843357393,13.838545843357393
Brooks Laboratories Limited ,2012-06-14,2013-03-11,270,100000.0,134879.52054513362,34879.52054513362,0.34879520545133613
White Organic Agro Limited,2012-07-09,2013-04-05,270,100000.0,79969.70478277685,-20030.295217223145,-0.20030295217223149
Anand Projects Limited,2012-08-07,2013-05-06,272,100000.0,101767.21511273613,1767.2151127361285,0.017672151127361202
