stock,entry_date,exit_date,holding_days,invested,exit_value,pnl,return_pct
20 Microns Limited ,2015-01-01,2015-12-28,361,100000.0,110776.26459143969,10776.264591439685,0.10776264591439677
3B Blackbio Dx Limited,2015-01-01,2015-12-28,361,100000.0,90487.34770384256,-9512.652296157437,-0.09512652296157442
3P Land Holdings Limited,2015-01-01,2015-12-28,361,100000.0,226970.0332963374,126970.03329633741,1.269700332963374
63 moons technologies limited,2015-01-01,2015-12-28,361,100000.0,56071.72281098562,-43928.27718901438,-0.43928277189014375
A. K. Capital Services Limited,2015-01-01,2015-12-28,361,100000.0,99377.59336099586,-622.4066390041407,-0.006224066390041361
A2Z Infra Engineering Limited,2015-01-01,2015-12-28,361,100000.0,216543.22741449112,116543.22741449112,1.1654322741449112
ABC India Limited,2015-01-01,2015-12-28,361,100000.0,81903.36363186459,-18096.636368135412,-0.1809663636813541
ACI Infocom Limited,2015-01-01,2015-12-28,361,100000.0,154348.16826033918,54348.16826033918,0.5434816826033919
AMJ Land Holdings Limited,2015-01-01,2015-12-28,361,100000.0,350684.9315068493,250684.9315068493,2.506849315068493
APIS India Limited,2015-01-01,2015-12-28,361,100000.0,100000.0,0.0,0.0
ARSS Infrastructure Projects Limited,2015-01-01,2015-12-28,361,100000.0,129320.47053843847,29320.470538438472,0.2932047053843847
Aastamangalam Finance Limited,2015-01-01,2015-12-28,361,100000.0,170064.0341515475,70064.0341515475,0.7006403415154749
Ace Software Exports Limited,2015-01-01,2015-12-28,361,100000.0,217245.8506224066,117245.85062240661,1.172458506224066
Ad-Manum Finance Limited,2015-01-01,2015-12-28,361,100000.0,112965.70644718793,12965.706447187928,0.1296570644718793
Adinath Textiles Limited,2015-01-01,2015-12-28,361,100000.0,101288.40436075322,1288.4043607532221,0.012884043607532147
Aditya Ispat Limited,2015-01-01,2015-12-28,361,100000.0,79252.33644859814,-20747.663551401856,-0.20747663551401851
Advance Lifestyles Limited,2015-01-01,2015-12-28,361,100000.0,73140.59797380776,-26859.40202619224,-0.26859402026192236
Aeroflex Enterprises Limited,2015-01-01,2015-12-28,361,100000.0,285018.8945109844,185018.89451098442,1.8501889451098443
Agarwal Industrial Corporation Limited,2015-01-01,2015-12-28,361,100000.0,176316.95006615375,76316.95006615375,0.7631695006615375
Akar Auto Industries Limited,2015-01-01,2015-12-28,361,100000.0,233776.40968238426,133776.40968238426,1.3377640968238427
Alankit Limited,2015-01-01,2015-12-28,361,100000.0,183596.11664659294,83596.11664659294,0.8359611664659294
Alkali Metals Limited,2015-01-01,2015-12-28,361,100000.0,326712.9791593783,226712.97915937827,2.2671297915937827
Allied Digital Services Limited ,2015-01-01,2015-12-28,361,100000.0,237748.6545649202,137748.6545649202,1.377486545649202
