stock,entry_date,exit_date,holding_days,invested,exit_value,pnl,return_pct
3B Blackbio Dx Limited,2011-09-30,2015-01-01,1189,100000.0,59239.38188211345,-40760.61811788655,-0.4076061811788655
3i Infotech Limited ,2011-09-30,2015-01-01,1189,100000.0,113394.58097288501,13394.580972885014,0.13394580972885017
A. K. Capital Services Limited,2011-09-30,2015-01-01,1189,100000.0,108705.45782589083,8705.45782589083,0.08705457825890828
A2Z Infra Engineering Limited,2011-09-30,2015-01-01,1189,100000.0,10032.598316444659,-89967.40168355533,-0.8996740168355534
ABB India Limited,2011-09-30,2015-01-01,1189,100000.0,187703.96987186413,87703.96987186413,0.8770396987186413
ABM Knowledgeware Limited,2011-09-30,2015-01-01,1189,100000.0,208368.14098529497,108368.14098529497,1.0836814098529497
ACE Edutrend Limited,2011-09-30,2015-01-01,1189,100000.0,19950.098762865167,-80049.90123713484,-0.8004990123713484
ADC India Communications Limited,2011-09-30,2015-01-01,1189,100000.0,204347.8260869565,104347.82608695651,1.043478260869565
ADF Foods Limited,2011-09-30,2015-01-01,1189,100000.0,139727.11267605633,39727.112676056335,0.3972711267605633
AG Ventures Limited,2011-09-30,2015-01-01,1189,100000.0,298802.3952095809,198802.3952095809,1.988023952095809
AIA Engineering Limited ,2011-09-30,2015-01-01,1189,100000.0,348391.21047270333,248391.21047270333,2.4839121047270334
AJR Infra and Tolling Limited ,2011-09-30,2015-01-01,1189,100000.0,153492.6683879534,53492.668387953396,0.5349266838795339
APAR Industries Limited ,2011-09-30,2015-01-01,1189,100000.0,270854.4680237498,170854.46802374983,1.7085446802374982
ARSS Infrastructure Projects Limited,2011-09-30,2015-01-01,1189,100000.0,11469.716033449715,-88530.28396655028,-0.8853028396655028
ASI Industries Limited,2011-09-30,2015-01-01,1189,100000.0,163673.3398719206,63673.33987192059,0.6367333987192059
ASM Technologies Limited,2011-09-30,2015-01-01,1189,100000.0,266637.55458515283,166637.55458515283,1.6663755458515284
AXISCADES Technologies Limited,2011-09-30,2015-01-01,1189,100000.0,261199.78609972293,161199.78609972293,1.6119978609972292
AYM Syntex Limited,2011-09-30,2015-01-01,1189,100000.0,499477.7888480434,399477.7888480434,3.994777888480434
Aarti Drugs Limited,2011-09-30,2015-01-01,1189,100000.0,834364.1502452388,734364.1502452388,7.343641502452387
Aarti Industries Limited,2011-09-30,2015-01-01,1189,100000.0,626841.8308545086,526841.8308545086,5.268418308545086
Aastamangalam Finance Limited,2011-09-30,2015-01-01,1189,100000.0,21034.908519474688,-78965.09148052531,-0.7896509148052531
Accelya Solutions India Limited ,2011-09-30,2015-01-01,1189,100000.0,1236925.123064821,1136925.123064821,11.369251230648208
Ace Software Exports Limited,2011-09-30,2015-01-01,1189,100000.0,82393.16239316239,-17606.83760683761,-0.1760683760683761
Action Construction Equipment Limited ,2011-09-30,2015-01-01,1189,100000.0,95250.0155855117,-4749.984414488295,-0.04749984414488295
Adani Enterprises Limited,2011-09-30,2015-01-01,1189,100000.0,92942.81041763199,-7057.18958236801,-0.07057189582368006
Adani Power Limited ,2011-09-30,2015-01-01,1189,100000.0,68182.59872793884,-31817.401272061164,-0.31817401272061163
Aditya Birla Money Limited,2011-09-30,2015-01-01,1189,100000.0,175067.02412868632,75067.02412868632,0.7506702412868631
Aditya Birla Real Estate Limited,2011-09-30,2015-01-01,1189,100000.0,171811.6342633579,71811.6342633579,0.718116342633579
Ador Multiproducts Limited,2011-09-30,2015-01-01,1189,100000.0,79765.26841990872,-20234.731580091277,-0.2023473158009128
Ador Welding Limited,2011-09-30,2015-01-01,1189,100000.0,137745.10534129787,37745.105341297865,0.3774510534129787
Aegis Logistics Limited ,2011-09-30,2015-01-01,1189,100000.0,238003.4821869669,138003.4821869669,1.380034821869669
Aeroflex Enterprises Limited,2011-09-30,2015-01-01,1189,100000.0,32248.93625810716,-67751.06374189284,-0.6775106374189284
Agarwal Fortune India Limited,2011-09-30,2015-01-01,1189,100000.0,86951.75438596492,-13048.245614035084,-0.1304824561403508
Agarwal Industrial Corporation Limited,2011-09-30,2015-01-01,1189,100000.0,108787.04954154525,8787.049541545246,0.08787049541545255
Aimco Pesticides Limited,2011-09-30,2015-01-01,1189,100000.0,942431.6196477159,842431.6196477159,8.42431619647716
Ajmera Realty & Infra India Limited,2011-09-30,2015-01-01,1189,100000.0,88605.95681745205,-11394.043182547946,-0.11394043182547942
AksharChem (India) Limited,2011-09-30,2015-01-01,1189,100000.0,831284.0774397472,731284.0774397472,7.312840774397472
Albert David Limited,2011-09-30,2015-01-01,1189,100000.0,275084.31342338177,175084.31342338177,1.7508431342338175
Alembic Limited,2011-09-30,2015-01-01,1189,100000.0,464550.516158434,364550.516158434,3.6455051615843397
