stock,entry_date,exit_date,holding_days,invested,exit_value,pnl,return_pct
Archit Organosys Limited,2011-04-04,2011-10-03,182,100000.0,91522.71273192577,-8477.28726807423,-0.0847728726807423
Artificial Electronics Intelligent Material Limited,2011-04-04,2011-10-03,182,100000.0,112121.21212121211,12121.212121212113,0.1212121212121211
Candour Techtex Limited,2011-04-04,2011-10-03,182,100000.0,23454.09862058031,-76545.9013794197,-0.7654590137941969
DhanSafal Finserve Limited,2011-04-04,2011-10-03,182,100000.0,98573.49156371434,-1426.5084362856578,-0.014265084362856562
Gujarat Pipavav Port Limited ,2011-04-04,2011-10-03,182,100000.0,100000.0,0.0,0.0
KMC Speciality Hospitals (India) Limited,2011-04-04,2011-10-03,182,100000.0,125174.15425687231,25174.15425687231,0.25174154256872305
Lloyds Enterprises Limited,2011-04-04,2011-10-03,182,100000.0,192298.51973842835,92298.51973842835,0.9229851973842835
Mefcom Capital Markets Limited,2011-04-04,2011-10-03,182,100000.0,142086.40458640456,42086.40458640456,0.4208640458640456
Sarthak Industries Limited,2011-04-04,2011-10-03,182,100000.0,103919.42535915053,3919.4253591505258,0.0391942535915053
Sky Industries Limited,2011-04-04,2011-10-03,182,100000.0,67625.56086264292,-32374.439137357083,-0.3237443913735708
Sungold Capital Limited,2011-04-04,2011-10-03,182,100000.0,100144.62120369339,144.62120369338663,0.0014462120369338471
Taaza International Limited,2011-04-06,2011-10-03,180,100000.0,439788.2372404665,339788.2372404665,3.3978823724046654
Mid East Portfolio Management Limited,2011-04-08,2011-10-05,180,100000.0,120845.07042253521,20845.07042253521,0.20845070422535206
Alembic Limited,2011-04-11,2011-10-10,182,100000.0,75000.07611531774,-24999.923884682255,-0.2499992388468225
Bampsl Securities Limited,2011-04-19,2011-10-17,181,100000.0,260512.13656975195,160512.13656975195,1.6051213656975194
RDB Infrastructure and Power Limited,2011-04-25,2011-10-24,182,100000.0,61698.71794871795,-38301.28205128205,-0.3830128205128205
Dynacons Systems & Solutions Limited,2011-04-27,2011-10-24,180,100000.0,55728.83103492718,-44271.16896507282,-0.44271168965072827
Manappuram Finance Limited,2011-04-28,2011-10-25,180,100000.0,88152.41094015168,-11847.589059848324,-0.11847589059848329
Bajaj Consumer Care Limited,2011-05-02,2011-10-31,182,100000.0,86279.95958108752,-13720.040418912482,-0.13720040418912482
Cosmo Ferrites Limited,2011-05-02,2011-10-31,182,100000.0,111688.57742083994,11688.577420839938,0.1168857742083993
Tomorrow Technologies Global Innovations Limited,2011-05-02,2011-10-31,182,100000.0,61042.88561692278,-38957.11438307722,-0.3895711438307722
Tasty Bite Eatables Limited,2011-05-03,2011-10-31,181,100000.0,97687.1994504236,-2312.8005495763937,-0.02312800549576388
Triveni Engineering & Industries Limited ,2011-05-03,2011-10-31,181,100000.0,57393.51683574002,-42606.48316425998,-0.4260648316425998
Kalyani Investment Company Limited ,2011-05-04,2011-10-31,180,100000.0,61994.86511172002,-38005.13488827998,-0.3800513488827998
The Tinplate Company of India Limited,2011-05-04,2011-10-31,180,100000.0,68797.64304182553,-31202.356958174467,-0.3120235695817447
UCO Bank ,2011-05-05,2011-11-01,180,100000.0,78147.75796736658,-21852.242032633425,-0.2185224203263343
Capri Global Capital Limited,2011-05-06,2011-11-02,180,100000.0,195009.4954999587,95009.49549995869,0.950094954999587
Piramal Enterprises Limited,2011-05-06,2011-11-02,180,100000.0,79901.9841707447,-20098.015829255295,-0.200980158292553
Ester Industries Limited,2011-05-09,2011-11-07,182,100000.0,88873.9133364782,-11126.086663521797,-0.11126086663521795
Swasti Vinayaka Synthetics Limited,2011-05-09,2011-11-07,182,100000.0,49398.797595190386,-50601.202404809614,-0.5060120240480961
