stock,entry_date,exit_date,holding_days,invested,exit_value,pnl,return_pct
63 moons technologies limited,2015-12-08,2016-09-05,272,100000.0,76430.79081888344,-23569.20918111656,-0.23569209181116557
A2Z Infra Engineering Limited,2015-12-08,2016-09-05,272,100000.0,156873.24483852516,56873.24483852516,0.5687324483852516
APIS India Limited,2015-12-08,2016-09-05,272,100000.0,100000.0,0.0,0.0
ARSS Infrastructure Projects Limited,2015-12-08,2016-09-05,272,100000.0,199133.13706247954,99133.13706247954,0.9913313706247955
Adani Enterprises Limited,2015-12-08,2016-09-05,272,100000.0,93815.44814555677,-6184.551854443227,-0.06184551854443232
Aimco Pesticides Limited,2015-12-08,2016-09-05,272,100000.0,132104.9032735975,32104.903273597505,0.32104903273597496
Amit Securities Limited,2015-12-08,2016-09-05,272,100000.0,93102.5439286651,-6897.456071334906,-0.06897456071334906
Anand Projects Limited,2015-12-08,2016-09-05,272,100000.0,100000.0,0.0,0.0
Anjani Foods Limited,2015-12-08,2016-09-05,272,100000.0,172706.42201834862,72706.42201834862,0.7270642201834863
Aruna Hotels Limited,2015-12-08,2016-09-05,272,100000.0,100000.0,0.0,0.0
Atharv Enterprises Limited,2015-12-08,2016-09-05,272,100000.0,130232.55813953489,30232.558139534885,0.30232558139534893
AuSom Enterprise Limited,2015-12-08,2016-09-05,272,100000.0,84061.22885891671,-15938.771141083285,-0.15938771141083286
Available Finance Limited,2015-12-08,2016-09-05,272,100000.0,170990.990990991,70990.990990991,0.70990990990991
Avance Technologies Limited,2015-12-08,2016-09-05,272,100000.0,134781.94103194104,34781.94103194104,0.3478194103194103
Avasara Finance Limited,2015-12-08,2016-09-05,272,100000.0,156395.3488372093,56395.34883720931,0.5639534883720931
Ayujoy Herbals Ltd. (OTCPK:AJOY),2015-12-08,2016-09-05,272,100000.0,64648.13735361137,-35351.86264638863,-0.3535186264638863
BGR Energy Systems Limited,2015-12-08,2016-09-05,272,100000.0,95720.96756855285,-4279.032431447151,-0.042790324314471495
Baba Arts Limited,2015-12-08,2016-09-05,272,100000.0,83000.64599483206,-16999.354005167945,-0.16999354005167944
Bampsl Securities Limited,2015-12-08,2016-09-05,272,100000.0,127411.44414168938,27411.444141689382,0.2741144414168939
Banas Finance Limited,2015-12-08,2016-09-05,272,100000.0,33961.74259177355,-66038.25740822645,-0.6603825740822644
Bank of India Limited ,2015-12-08,2016-09-05,272,100000.0,118071.47718336122,18071.477183361218,0.18071477183361218
Bedmutha Industries Limited ,2015-12-08,2016-09-05,272,100000.0,173229.21249450065,73229.21249450065,0.7322921249450065
Bharat Heavy Electricals Limited,2015-12-08,2016-09-05,272,100000.0,83495.29304585484,-16504.706954145164,-0.16504706954145165
