stock,entry_date,exit_date,holding_days,invested,exit_value,pnl,return_pct
3i Infotech Limited ,2011-09-30,2018-08-24,2520,100000.0,113801.35525284494,13801.355252844936,0.13801355252844938
A. K. Capital Services Limited,2011-09-30,2018-08-24,2520,100000.0,184483.53631032925,84483.53631032925,0.8448353631032925
A2Z Infra Engineering Limited,2011-09-30,2018-08-24,2520,100000.0,24244.99785571488,-75755.00214428513,-0.7575500214428512
ARSS Infrastructure Projects Limited,2011-09-30,2018-08-24,2520,100000.0,12878.625438450988,-87121.37456154902,-0.8712137456154901
Aeroflex Enterprises Limited,2011-09-30,2018-08-24,2520,100000.0,767174.7841533441,667174.7841533441,6.671747841533441
Agarwal Fortune India Limited,2011-09-30,2018-08-24,2520,100000.0,43859.64912280702,-56140.35087719298,-0.5614035087719298
Amerise Biosciences Limited,2011-09-30,2018-08-24,2520,100000.0,14084.039982945664,-85915.96001705434,-0.8591596001705434
Amraworld Agrico Limited,2011-09-30,2018-08-24,2520,100000.0,54898.125509372454,-45101.874490627546,-0.45101874490627547
Anand Projects Limited,2011-09-30,2018-08-24,2520,100000.0,104204.75319926874,4204.753199268744,0.042047531992687404
Anupam Finserv Limited,2011-09-30,2018-08-24,2520,100000.0,866951.740989615,766951.740989615,7.66951740989615
Asit C. Mehta Financial Services Limited,2011-09-30,2018-08-24,2520,100000.0,162854.9451958208,62854.945195820794,0.628549451958208
Aurobindo Pharma Limited ,2011-09-30,2018-08-24,2520,100000.0,1125217.745526566,1025217.7455265659,10.25217745526566
Avance Technologies Limited,2011-09-30,2018-08-24,2520,100000.0,11127.487103905674,-88872.51289609433,-0.8887251289609432
B.L. Kashyap and Sons Limited ,2011-09-30,2018-08-24,2520,100000.0,381442.09681733086,281442.09681733086,2.814420968173309
BGR Energy Systems Limited,2011-09-30,2018-08-24,2520,100000.0,25237.129663348926,-74762.87033665107,-0.7476287033665108
BLB Limited ,2011-09-30,2018-08-24,2520,100000.0,140204.2658842117,40204.265884211694,0.4020426588421169
Bajaj Consumer Care Limited,2011-09-30,2018-08-24,2520,100000.0,391776.34764878295,291776.34764878295,2.9177634764878295
Bajaj Hindusthan Sugar Limited ,2011-09-30,2018-08-24,2520,100000.0,85826.95584958028,-14173.044150419722,-0.14173044150419722
Bannari Amman Spinning Mills Ltd ,2011-09-30,2018-08-24,2520,100000.0,335381.04639684106,235381.04639684106,2.3538104639684105
Bedmutha Industries Limited ,2011-09-30,2018-08-24,2520,100000.0,21988.543791752836,-78011.45620824717,-0.7801145620824717
Bhilwara Spinners Limited,2011-09-30,2018-08-24,2520,100000.0,114239.92673992674,14239.926739926741,0.14239926739926734
Bodal Chemicals Limited,2011-09-30,2018-08-24,2520,100000.0,829345.1046072615,729345.1046072615,7.293451046072615
Borosil Renewables Limited,2011-09-30,2018-08-24,2520,100000.0,932342.7018765389,832342.7018765389,8.32342701876539
