stock,entry_date,exit_date,holding_days,exit_reason,invested,exit_value,pnl,return_pct
Aksh Optifibre Limited ,2001-12-27,2002-06-25,180,holding_period,50000.0,56451.69988366987,6451.699883669869,0.1290339976733974
Archies Limited ,2001-12-27,2002-06-25,180,holding_period,50000.0,58020.199272282116,8020.199272282116,0.16040398544564227
Bosch Limited,2001-12-27,2002-06-25,180,holding_period,50000.0,72156.30886423722,22156.308864237217,0.44312617728474435
CyberTech Systems and Software Limited ,2001-12-27,2002-06-25,180,holding_period,50000.0,64253.17476315258,14253.17476315258,0.2850634952630515
Gillette India Limited,2001-12-27,2002-06-25,180,holding_period,50000.0,68270.91299817346,18270.91299817346,0.3654182599634692
ICICI Bank Limited ,2001-12-27,2002-06-25,180,holding_period,50000.0,86892.89513193423,36892.89513193423,0.7378579026386847
IndusInd Bank Limited ,2001-12-27,2002-06-25,180,holding_period,50000.0,90886.69950738916,40886.69950738916,0.8177339901477831
JSW Steel Limited,2001-12-27,2002-06-25,180,holding_period,50000.0,129740.83881627473,79740.83881627473,1.5948167763254948
Jagsonpal Pharmaceuticals Limited ,2001-12-27,2002-06-25,180,holding_period,50000.0,51846.45502176213,1846.455021762129,0.03692910043524256
LCC Infotech Limited,2001-12-27,2002-06-25,180,holding_period,50000.0,50000.0,0.0,0.0
Mphasis Limited,2001-12-27,2002-06-25,180,holding_period,50000.0,122594.99558714786,72594.99558714786,1.4518999117429572
Reliance Industries Limited ,2001-12-27,2002-06-25,180,holding_period,50000.0,45128.205804456076,-4871.794195543924,-0.09743588391087843
Trigyn Technologies Limited,2001-12-27,2002-06-25,180,holding_period,50000.0,66403.97780661327,16403.97780661327,0.32807955613226536
Wipro Limited,2001-12-27,2002-06-25,180,holding_period,50000.0,52132.058211459844,2132.0582114598437,0.04264116422919684
HDFC Bank Limited ,2002-04-15,2002-10-14,182,holding_period,50000.0,47405.1349939779,-2594.865006022097,-0.051897300120441914
Sri Havisha Hospitality and Infrastructure Limited,2002-04-24,2002-10-21,180,holding_period,50000.0,50000.0,0.0,0.0
Lupin Limited,2002-05-20,2002-11-18,182,holding_period,50000.0,42078.31395607917,-7921.686043920832,-0.15843372087841667
