stock,entry_date,exit_date,holding_days,invested,exit_value,pnl,return_pct
Amraworld Agrico Limited,2011-07-04,2014-06-18,1080,100000.0,182688.6189258312,82688.6189258312,0.8268861892583119
Anand Projects Limited,2011-07-04,2014-06-18,1080,100000.0,104204.75319926874,4204.753199268744,0.042047531992687404
Anupam Finserv Limited,2011-07-04,2014-06-18,1080,100000.0,292234.63687150844,192234.63687150844,1.9223463687150844
Asit C. Mehta Financial Services Limited,2011-07-04,2014-06-18,1080,100000.0,89277.98173773887,-10722.018262261132,-0.10722018262261135
Bajaj Consumer Care Limited,2011-07-04,2014-06-18,1080,100000.0,204676.87074829932,104676.87074829932,1.0467687074829932
Borosil Renewables Limited,2011-07-04,2014-06-18,1080,100000.0,130645.99927744424,30645.999277444236,0.30645999277444247
Cantabil Retail India Limited ,2011-07-04,2014-06-18,1080,100000.0,72602.35662614662,-27397.64337385338,-0.27397643373853386
Capri Global Capital Limited,2011-07-04,2014-06-18,1080,100000.0,242587.43750269173,142587.43750269173,1.4258743750269174
Dynacons Systems & Solutions Limited,2011-07-04,2014-06-18,1080,100000.0,58813.30685203575,-41186.69314796425,-0.4118669314796425
Eastern Treads Limited,2011-07-04,2014-06-18,1080,100000.0,210479.25608011446,110479.25608011446,1.1047925608011444
Goenka Diamond and Jewels Limited ,2011-07-04,2014-06-18,1080,100000.0,68084.92359239252,-31915.076407607485,-0.3191507640760749
Hindustan Media Ventures Limited,2011-07-04,2014-06-18,1080,100000.0,108333.38064284158,8333.380642841585,0.08333380642841592
Krishna Ventures Limited,2011-07-04,2014-06-18,1080,100000.0,4760738.173906037,4660738.173906037,46.607381739060365
Manappuram Finance Limited,2011-07-04,2014-06-18,1080,100000.0,41476.9249091632,-58523.0750908368,-0.5852307509083681
Maruti Infrastructure Limited,2011-07-04,2014-06-18,1080,100000.0,451864.9460844971,351864.9460844971,3.518649460844971
Nouveau Global Ventures Limited,2011-07-04,2014-06-18,1080,100000.0,54059.7709742091,-45940.2290257909,-0.459402290257909
Orient Green Power Company Limited ,2011-07-04,2014-06-18,1080,100000.0,118922.69195634876,18922.69195634876,0.1892269195634877
PTL Enterprises Limited,2011-07-04,2014-06-18,1080,100000.0,164285.48303548305,64285.48303548305,0.6428548303548305
Piramal Enterprises Limited,2011-07-04,2014-06-18,1080,100000.0,188582.56030467316,88582.56030467316,0.8858256030467315
Polyplex Corporation Limited,2011-07-04,2014-06-18,1080,100000.0,96114.32548559175,-3885.6745144082524,-0.03885674514408255
Prestige Estates Projects Limited ,2011-07-04,2014-06-18,1080,100000.0,191313.37929810688,91313.37929810688,0.9131337929810688
Ravi Kumar Distilleries Limited,2011-07-04,2014-06-18,1080,100000.0,33674.83296213808,-66325.16703786192,-0.6632516703786191
SJ Corporation Limited,2011-07-04,2014-06-18,1080,100000.0,58776.1395393659,-41223.8604606341,-0.412238604606341
Suryalata Spinning Mills Limited,2011-07-04,2014-06-18,1080,100000.0,79417.32554142318,-20582.674458576817,-0.20582674458576822
Systematix Corporate Services Limited,2011-07-04,2014-06-18,1080,100000.0,40381.07437354895,-59618.92562645105,-0.5961892562645105
