stock,entry_date,exit_date,holding_days,exit_reason,invested,exit_value,pnl,return_pct
Aksh Optifibre Limited ,2002-12-23,2004-12-13,721,holding_period,50000.0,50000.0,0.0,0.0
Balaji Telefilms Limited ,2002-12-23,2004-12-13,721,holding_period,50000.0,57668.99930841275,7668.999308412749,0.153379986168255
CyberTech Systems and Software Limited ,2002-12-23,2004-12-13,721,holding_period,50000.0,50000.0,0.0,0.0
Jagsonpal Pharmaceuticals Limited ,2002-12-23,2004-12-13,721,holding_period,50000.0,20120.12929947501,-29879.87070052499,-0.5975974140104998
LCC Infotech Limited,2002-12-23,2004-12-13,721,holding_period,50000.0,50000.0,0.0,0.0
Mphasis Limited,2002-12-23,2004-12-13,721,holding_period,50000.0,87301.47225805827,37301.472258058275,0.7460294451611655
Reliance Industries Limited ,2002-12-23,2004-12-13,721,holding_period,50000.0,114911.96600283233,64911.96600283233,1.2982393200566467
Shree Rama Multi-Tech Limited ,2002-12-23,2004-12-13,721,holding_period,50000.0,49534.88372093024,-465.11627906976355,-0.009302325581395321
The Karur Vysya Bank Limited ,2002-12-23,2004-12-13,721,holding_period,50000.0,185965.98604759233,135965.98604759233,2.7193197209518467
Trigyn Technologies Limited,2002-12-23,2004-12-13,721,holding_period,50000.0,50000.0,0.0,0.0
Archies Limited ,2003-01-10,2004-12-30,720,holding_period,50000.0,50000.0,0.0,0.0
Wipro Limited,2003-01-27,2006-01-02,1071,holding_period,50000.0,102330.79468593262,52330.79468593262,1.0466158937186525
Pfizer Limited ,2003-02-26,2006-01-02,1041,holding_period,50000.0,180689.55209311974,130689.55209311974,2.613791041862395
Sundram Fasteners Limited ,2004-01-23,2006-01-12,720,holding_period,50000.0,71938.2042603338,21938.204260333805,0.4387640852066761
The India Cements Limited ,2004-06-28,2006-06-19,721,holding_period,50000.0,247166.399529903,197166.399529903,3.9433279905980596
Adani Enterprises Limited,2004-07-28,2006-07-18,720,holding_period,50000.0,85419.01969697271,35419.01969697271,0.7083803939394542
DCM Shriram Limited ,2006-01-02,2008-01-02,730,holding_period,50000.0,52372.58869267683,2372.588692676829,0.047451773853536494
Summit Securities Limited,2006-02-20,2008-02-11,721,holding_period,50000.0,33170.886609162255,-16829.113390837745,-0.33658226781675493
Noida Toll Bridge Company Limited ,2006-04-17,2008-04-07,721,holding_period,50000.0,60286.54686741136,10286.546867411358,0.20573093734822723
T. Spiritual World Limited,2006-05-22,2008-05-12,721,holding_period,50000.0,50000.0,0.0,0.0
Shree Rama Multi-Tech Limited ,2006-06-12,2008-06-02,721,holding_period,50000.0,50000.0,0.0,0.0
JM Financial Limited,2006-06-29,2008-06-18,720,holding_period,50000.0,299703.2091407761,249703.20914077607,4.994064182815522
Coromandel International Limited ,2006-07-17,2008-07-07,721,holding_period,50000.0,122800.0707365875,72800.0707365875,1.45600141473175
NCC Limited,2006-07-19,2008-07-08,720,holding_period,50000.0,74006.70335286496,24006.703352864963,0.48013406705729933
Havells India Limited ,2006-07-21,2008-07-10,720,holding_period,50000.0,76713.64869454685,26713.64869454685,0.5342729738909371
