stock,entry_date,exit_date,holding_days,invested,exit_value,pnl,return_pct
63 moons technologies limited,2015-12-08,2022-11-01,2520,100000.0,159739.1391504809,59739.139150480914,0.5973913915048092
Anand Projects Limited,2015-12-08,2022-11-01,2520,100000.0,104912.2807017544,4912.280701754396,0.04912280701754401
Available Finance Limited,2015-12-08,2022-11-01,2520,100000.0,8640972.972972972,8540972.972972972,85.40972972972972
Avance Technologies Limited,2015-12-08,2022-11-01,2520,100000.0,17826.430326430327,-82173.56967356967,-0.8217356967356968
Ayujoy Herbals Ltd. (OTCPK:AJOY),2015-12-08,2022-11-01,2520,100000.0,23173.122780986698,-76826.8772190133,-0.768268772190133
Banas Finance Limited,2015-12-08,2022-11-01,2520,100000.0,226172.04776647504,126172.04776647504,1.2617204776647504
Cressanda Railway Solutions Limited,2015-12-08,2022-11-01,2520,100000.0,1272622.410809,1172622.410809,11.72622410809
DhanSafal Finserve Limited,2015-12-08,2022-11-01,2520,100000.0,303599.43437459826,203599.43437459826,2.0359943437459824
Dhenu Buildcon Infra Limited,2015-12-08,2022-11-01,2520,100000.0,41677.135678391955,-58322.864321608045,-0.5832286432160805
Diamant Infrastructure Limited,2015-12-08,2022-11-01,2520,100000.0,104124.51361867705,4124.513618677054,0.041245136186770504
Ekam Leasing and Finance Co. Ltd.,2015-12-08,2022-11-01,2520,100000.0,254464.28571428574,154464.28571428574,1.5446428571428572
Gemstone Investments Limited,2015-12-08,2022-11-01,2520,100000.0,617545.2399685286,517545.2399685286,5.175452399685287
Genus Prime Infra Limited,2015-12-08,2022-11-01,2520,100000.0,184564.70588235295,84564.70588235295,0.8456470588235294
Global Capital Markets Limited,2015-12-08,2022-11-01,2520,100000.0,215578.04354492485,115578.04354492485,1.1557804354492487
Goenka Diamond and Jewels Limited ,2015-12-08,2022-11-01,2520,100000.0,117857.14285714284,17857.14285714284,0.17857142857142838
India Power Corporation Limited ,2015-12-08,2022-11-01,2520,100000.0,111666.61532089396,11666.615320893965,0.1166661532089397
India Steel Works Limited,2015-12-08,2022-11-01,2520,100000.0,66556.85047152328,-33443.149528476715,-0.3344314952847671
Indus Finance Limited,2015-12-08,2022-11-01,2520,100000.0,122284.46389496718,22284.46389496718,0.22284463894967188
JSW Ispat Special Products Limited,2015-12-08,2022-11-01,2520,100000.0,649066.9313801437,549066.9313801437,5.490669313801438
Jaiprakash Associates Limited,2015-12-08,2022-11-01,2520,100000.0,83368.10524621309,-16631.89475378691,-0.16631894753786913
Jaykay Enterprises Limited,2015-12-08,2022-11-01,2520,100000.0,1960252.9829823303,1860252.9829823303,18.602529829823304
Jindal Steel Limited ,2015-12-08,2022-11-01,2520,100000.0,582866.7341110035,482866.73411100346,4.828667341110035
KBS India Limited,2015-12-08,2022-11-01,2520,100000.0,3845106.1320754713,3745106.1320754713,37.45106132075471
Ken Financial Services Limited,2015-12-08,2022-11-01,2520,100000.0,108447.48858447488,8447.488584474879,0.08447488584474883
MMTC Limited,2015-12-08,2022-11-01,2520,100000.0,117044.16761041903,17044.167610419026,0.17044167610419025
Mid East Portfolio Management Limited,2015-12-08,2022-11-01,2520,100000.0,621555.5555555555,521555.5555555555,5.215555555555555
National Standard (India) Limited,2015-12-08,2022-11-01,2520,100000.0,71368945.86894587,71268945.86894587,712.6894586894587
Odyssey Corporation Limited,2015-12-08,2022-11-01,2520,100000.0,324905.6988479967,224905.6988479967,2.249056988479967
Onelife Capital Advisors Limited,2015-12-08,2022-11-01,2520,100000.0,20534.79313611959,-79465.2068638804,-0.7946520686388041
PFL Infotech Limited,2015-12-08,2022-11-01,2520,100000.0,7887.595202661297,-92112.4047973387,-0.9211240479733871
Polytex India Limited,2015-12-08,2022-11-01,2520,100000.0,65909.09090909091,-34090.90909090909,-0.34090909090909083
Premier Energy and Infrastructure Limited,2015-12-08,2022-11-01,2520,100000.0,103605.86088566914,3605.8608856691426,0.03605860885669143
